duration,src_bytes,dst_bytes,packet_count,protocol,failed_logins,attack_type
19,6.142037405587356,5.749392985908253,4.143134726391533,UDP,1.791759469228055,BruteForce
44,7.155396301896734,7.280697195384741,2.4849066497880004,TCP,0.0,Normal
14,6.831953565565855,5.056245805348308,3.1780538303479458,UDP,1.6094379124341003,BruteForce
18,6.721425700790643,5.8289456176102075,3.7612001156935624,UDP,1.791759469228055,BruteForce
2,8.973478148521036,5.049856007249537,6.5337888379333435,TCP,0.0,DDoS
16,6.1070228877422545,6.131226489483141,3.6888794541139363,UDP,2.0794415416798357,BruteForce
3,8.96098117384356,4.812184355372417,6.102558594613569,TCP,0.0,DDoS
9,5.0369526024136295,3.332204510175204,4.990432586778736,UDP,0.0,PortScan
15,6.248042874508429,4.442651256490317,2.5649493574615367,UDP,2.302585092994046,BruteForce
18,5.58724865840025,4.276666119016055,4.499809670330265,UDP,2.0794415416798357,BruteForce
45,7.316548177182976,6.202535517187923,3.2188758248682006,TCP,0.0,Normal
7,5.645446897643238,3.4011973816621555,5.659482215759621,TCP,0.0,PortScan
31,5.181783550292085,6.12029741895095,2.3978952727983707,UDP,2.3978952727983707,BruteForce
4,8.757940876678804,4.787491742782046,6.591673732008658,TCP,0.0,DDoS
45,7.362010551259734,7.489412083508719,3.1780538303479458,UDP,0.0,Normal
6,4.804021044733257,5.1647859739235145,4.1588830833596715,TCP,0.0,PortScan
40,5.493061443340548,5.996452088619021,3.912023005428146,UDP,1.791759469228055,BruteForce
4,5.966146739123692,5.262690188904886,4.762173934797756,TCP,0.0,PortScan
1,8.229511118964457,5.91350300563827,5.393627546352362,TCP,0.0,DDoS
4,8.09376775793108,5.159055299214529,5.4638318050256105,TCP,0.0,DDoS
9,5.351858133476067,4.127134385045092,4.997212273764115,UDP,0.0,PortScan
5,8.414938957377482,4.59511985013459,5.262690188904886,TCP,0.0,DDoS
33,6.263398262591624,5.393627546352362,4.30406509320417,UDP,2.0794415416798357,BruteForce
33,7.8119734296220225,5.517452896464707,3.091042453358316,UDP,0.0,Normal
3,5.545177444479562,3.8501476017100584,5.209486152841421,TCP,0.0,PortScan
1,9.166597449028265,4.2626798770413155,6.548219102762372,TCP,0.0,DDoS
5,8.969923491991516,5.093750200806762,6.261491684321042,TCP,0.0,DDoS
4,4.465908118654584,4.68213122712422,4.919980925828125,UDP,0.0,PortScan
21,5.680172609017068,6.07073772800249,2.772588722239781,UDP,2.1972245773362196,BruteForce
5,8.285008895449879,5.442417710521793,6.647688373563329,TCP,0.0,DDoS
2,9.065430200180375,5.438079308923196,6.285998094508865,TCP,0.0,DDoS
8,4.060443010546419,4.343805421853684,5.0369526024136295,TCP,0.0,PortScan
4,8.450625947144124,5.707110264748875,5.568344503761097,TCP,0.0,DDoS
5,6.09807428216624,3.871201010907891,5.3706380281276624,UDP,0.0,PortScan
19,5.093750200806762,5.877735781779639,4.418840607796598,UDP,2.1972245773362196,BruteForce
1,9.19917830726999,5.384495062789089,6.799055862058796,TCP,0.0,DDoS
3,8.27410200229233,5.834810737062605,6.040254711277414,TCP,0.0,DDoS
36,6.4692503167957724,5.631211781821365,1.791759469228055,TCP,0.0,Normal
5,5.905361848054571,5.225746673713202,4.709530201312334,UDP,0.0,PortScan
15,7.453561871643373,5.8522024797744745,2.8903717578961645,TCP,0.0,Normal
28,6.776506992372183,5.921578419643816,4.0943445622221,UDP,1.3862943611198906,BruteForce
9,6.782192056006791,7.133295954896068,3.091042453358316,UDP,0.0,Normal
13,5.0238805208462765,5.746203190540153,4.574710978503383,UDP,1.3862943611198906,BruteForce
3,8.332308352219117,6.0330862217988015,4.882801922586371,TCP,0.0,DDoS
29,7.3310603052186325,5.932245187448011,2.9444389791664403,TCP,0.0,Normal
6,5.723585101952381,4.442651256490317,5.480638923341991,TCP,0.0,PortScan
11,7.847762537473608,7.396948602621014,2.0794415416798357,TCP,0.0,Normal
31,7.696667081526462,7.029972911706386,3.4965075614664802,TCP,0.0,Normal
4,8.982686665184087,4.04305126783455,5.375278407684165,TCP,0.0,DDoS
42,6.226536669287466,7.003065458786462,2.0794415416798357,TCP,0.0,Normal
1,5.905361848054571,5.176149732573829,5.308267697401205,TCP,0.0,PortScan
1,9.042986242304014,4.919980925828125,6.234410725718371,TCP,0.0,DDoS
5,8.661293535389994,5.43372200355424,6.777646593635117,TCP,0.0,DDoS
47,7.675081857716334,7.566311014772463,2.6390573296152584,UDP,0.0,Normal
9,4.060443010546419,4.219507705176107,4.700480365792417,TCP,0.0,PortScan
29,7.600902459542082,6.180016653652572,1.9459101490553132,TCP,0.0,Normal
18,6.214608098422191,5.752572638825633,4.2626798770413155,UDP,1.791759469228055,BruteForce
5,6.135564891081739,4.997212273764115,5.384495062789089,TCP,0.0,PortScan
1,9.016148642611741,5.971261839790462,5.365976015021851,TCP,0.0,DDoS
34,6.284134161070802,5.768320995793772,2.6390573296152584,UDP,1.3862943611198906,BruteForce
7,5.916202062607435,3.8918202981106265,5.564520407322694,TCP,0.0,PortScan
25,4.74493212836325,5.7899601708972535,3.828641396489095,UDP,0.0,Normal
29,5.762051382780177,4.23410650459726,2.8903717578961645,UDP,2.1972245773362196,BruteForce
26,5.6937321388027,4.653960350157523,3.6375861597263857,UDP,2.1972245773362196,BruteForce
6,7.4489161025442,6.694562058521095,2.6390573296152584,UDP,0.0,Normal
19,6.298949246855942,7.527255919373784,2.70805020110221,TCP,0.0,Normal
5,7.0317412587631285,7.202661196523238,3.258096538021482,UDP,0.0,Normal
7,5.66988092298052,5.099866427824199,5.0238805208462765,UDP,0.0,PortScan
34,6.51471269087253,5.575949103146316,4.356708826689592,UDP,1.791759469228055,BruteForce
2,5.976350909297934,4.430816798843313,4.219507705176107,UDP,0.0,PortScan
4,6.018593214496234,4.174387269895637,5.541263545158426,UDP,0.0,PortScan
31,6.398594934535208,4.718498871295094,3.912023005428146,UDP,1.3862943611198906,BruteForce
15,5.459585514144159,5.318119993844216,3.6888794541139363,UDP,2.0794415416798357,BruteForce
5,9.07280095795412,6.214608098422191,6.651571873589727,TCP,0.0,DDoS
1,9.124455632819013,6.180016653652572,6.826545223556594,TCP,0.0,DDoS
46,7.669961995473577,5.225746673713202,2.4849066497880004,TCP,0.0,Normal
2,8.926251835034533,5.6131281063880705,6.4457198193855785,TCP,0.0,DDoS
8,7.795234929002173,7.153833801578843,3.4011973816621555,TCP,0.0,Normal
1,8.48446336679332,6.206575926724928,6.776506992372183,TCP,0.0,DDoS
5,8.697178688412643,5.181783550292085,5.4116460518550396,TCP,0.0,DDoS
22,6.556778356158042,3.9512437185814275,2.70805020110221,UDP,2.3978952727983707,BruteForce
36,6.2285110035911835,4.574710978503383,2.8903717578961645,UDP,2.1972245773362196,BruteForce
14,6.652863029353347,6.202535517187923,4.51085950651685,UDP,1.3862943611198906,BruteForce
4,5.598421958998375,4.68213122712422,5.459585514144159,TCP,0.0,PortScan
29,5.3706380281276624,5.910796644040527,3.4011973816621555,UDP,1.3862943611198906,BruteForce
31,7.97349996402463,7.388946097618437,1.791759469228055,TCP,0.0,Normal
12,6.4425401664681985,4.787491742782046,2.5649493574615367,UDP,1.791759469228055,BruteForce
1,9.179881164491475,3.9512437185814275,6.862757913051401,TCP,0.0,DDoS
7,5.605802066295998,7.518607216815252,3.784189633918261,TCP,0.0,Normal
50,5.424950017481403,7.476472381163905,3.367295829986474,TCP,0.0,Normal
8,5.7430031878094825,4.442651256490317,5.438079308923196,TCP,0.0,PortScan
2,9.109082539901955,6.045005314036012,5.857933154483459,TCP,0.0,DDoS
5,8.833754223418396,5.1298987149230735,6.620073206530356,TCP,0.0,DDoS
2,6.182084906716632,3.6109179126442243,5.147494476813453,UDP,0.0,PortScan
1,5.575949103146316,5.153291594497779,5.4638318050256105,TCP,0.0,PortScan
54,6.70073110954781,6.687108607866515,3.091042453358316,UDP,0.0,Normal
4,9.012133305952004,5.288267030694535,5.780743515792329,TCP,0.0,DDoS
5,5.8289456176102075,4.356708826689592,5.5093883366279774,UDP,0.0,PortScan
4,8.576216531865699,6.040254711277414,4.9344739331306915,TCP,0.0,DDoS
18,7.868636894184167,6.642486801367256,3.295836866004329,TCP,0.0,Normal
2,8.936824154997302,4.787491742782046,6.760414691083428,TCP,0.0,DDoS
17,5.4638318050256105,5.8805329864007,4.330733340286331,UDP,1.791759469228055,BruteForce
5,6.148468295917647,7.00033446027523,3.5263605246161616,UDP,0.0,Normal
21,5.220355825078324,4.634728988229636,2.302585092994046,TCP,0.0,Normal
36,6.385194398997726,7.119635638017636,3.6109179126442243,UDP,0.0,Normal
4,8.214735833382303,5.135798437050262,6.807934943699926,TCP,0.0,DDoS
8,5.442417710521793,5.049856007249537,5.556828061699537,TCP,0.0,PortScan
2,9.017604776833355,4.442651256490317,6.601230118728877,TCP,0.0,DDoS
16,7.650168700845001,7.026426808699636,2.5649493574615367,UDP,0.0,Normal
3,6.073044534100405,3.912023005428146,5.680172609017068,UDP,0.0,PortScan
55,7.888709524182015,5.342334251964811,3.2188758248682006,UDP,0.0,Normal
45,6.452048954437226,6.9726062513017535,3.2188758248682006,TCP,0.0,Normal
3,4.890349128221754,5.117993812416755,3.9889840465642745,TCP,0.0,PortScan
44,6.846943139585379,7.013915474810528,3.6109179126442243,TCP,0.0,Normal
4,9.066008001086264,4.430816798843313,6.131226489483141,TCP,0.0,DDoS
4,8.114324709155339,5.327876168789581,5.966146739123692,TCP,0.0,DDoS
4,8.814776088545281,5.981414211254481,6.499787040655854,TCP,0.0,DDoS
4,8.477412321404392,6.154858094016418,6.464588303689961,TCP,0.0,DDoS
5,8.06211758275474,5.998936561946683,4.718498871295094,TCP,0.0,DDoS
43,7.613324979540639,4.762173934797756,3.7612001156935624,TCP,0.0,Normal
8,4.770684624465665,4.787491742782046,5.111987788356544,TCP,0.0,PortScan
30,6.860663671448287,5.8998973535824915,3.912023005428146,UDP,2.0794415416798357,BruteForce
5,8.71833650245078,6.161207321695077,6.881411303642535,TCP,0.0,DDoS
22,6.298949246855942,5.638354669333745,3.6109179126442243,UDP,1.9459101490553132,BruteForce
32,5.2574953720277815,5.476463551931511,4.204692619390966,UDP,2.1972245773362196,BruteForce
45,5.541263545158426,6.042632833682381,3.4657359027997265,TCP,0.0,Normal
1,5.4680601411351315,4.820281565605037,5.579729825986222,TCP,0.0,PortScan
4,4.48863636973214,5.159055299214529,5.017279836814924,UDP,0.0,PortScan
4,9.16303909885817,5.934894195619588,5.568344503761097,TCP,0.0,DDoS
15,6.238324625039508,5.924255797414532,4.48863636973214,UDP,1.9459101490553132,BruteForce
7,6.142037405587356,3.58351893845611,4.204692619390966,UDP,0.0,PortScan
30,6.261491684321042,4.700480365792417,3.7612001156935624,UDP,1.6094379124341003,BruteForce
5,8.532672762264625,6.148468295917647,6.548219102762372,TCP,0.0,DDoS
17,6.53813982376767,7.010311867307229,3.8066624897703196,UDP,0.0,Normal
19,7.2682230211595655,6.942156705699469,2.772588722239781,TCP,0.0,Normal
35,7.878534196140362,7.477604243197589,3.332204510175204,TCP,0.0,Normal
35,7.164720378771857,7.470224135899966,3.9318256327243257,UDP,0.0,Normal
38,6.156978985585555,5.802118375377063,3.4965075614664802,UDP,2.302585092994046,BruteForce
1,9.141633173966392,4.700480365792417,6.854354502255021,TCP,0.0,DDoS
4,8.592486175451668,5.537334267018537,4.890349128221754,TCP,0.0,DDoS
5,9.100860271357362,5.739792912179234,6.591673732008658,TCP,0.0,DDoS
5,8.454253391642363,4.02535169073515,6.75110146893676,TCP,0.0,DDoS
56,7.780303087908373,7.259819610363186,3.1354942159291497,UDP,0.0,Normal
26,6.890609120147166,7.114769448366463,2.8903717578961645,TCP,0.0,Normal
2,9.202409001649903,5.771441123130016,5.176149732573829,TCP,0.0,DDoS
3,5.932245187448011,3.5263605246161616,5.634789603169249,UDP,0.0,PortScan
2,8.16735198705607,5.247024072160486,6.810142450115136,TCP,0.0,DDoS
2,9.122819774446688,5.910796644040527,6.511745329644728,TCP,0.0,DDoS
2,5.220355825078324,4.204692619390966,4.812184355372417,UDP,0.0,PortScan
3,5.262690188904886,4.007333185232471,5.220355825078324,TCP,0.0,PortScan
8,6.1463292576688975,4.418840607796598,4.04305126783455,UDP,0.0,PortScan
4,8.849083518532339,4.90527477843843,6.805722553416985,TCP,0.0,DDoS
2,8.113726085970747,4.3694478524670215,6.901737206656574,TCP,0.0,DDoS
6,4.962844630259907,4.859812404361672,5.659482215759621,UDP,0.0,PortScan
3,8.936955604225226,4.969813299576001,5.342334251964811,TCP,0.0,DDoS
20,7.265429723253953,7.181591944611865,2.1972245773362196,UDP,0.0,Normal
4,8.881558488638976,5.6937321388027,5.932245187448011,TCP,0.0,DDoS
31,6.579251212010101,5.921578419643816,3.295836866004329,UDP,1.3862943611198906,BruteForce
4,8.761393485256058,6.0867747269123065,4.983606621708336,TCP,0.0,DDoS
31,5.455321115357702,5.713732805509369,4.442651256490317,UDP,1.6094379124341003,BruteForce
5,6.20455776256869,4.859812404361672,5.351858133476067,TCP,0.0,PortScan
4,8.639587799629844,4.499809670330265,6.413458957167357,TCP,0.0,DDoS
5,9.205327830152639,6.171700597410915,6.192362489474872,TCP,0.0,DDoS
19,6.398594934535208,4.897839799950911,2.6390573296152584,UDP,1.6094379124341003,BruteForce
35,7.946263643580541,7.453561871643373,3.9318256327243257,UDP,0.0,Normal
45,7.618251097876695,5.762051382780177,3.258096538021482,TCP,0.0,Normal
29,7.980707820869669,6.5998704992128365,1.9459101490553132,TCP,0.0,Normal
7,5.4510384535657,5.25227342804663,4.9344739331306915,TCP,0.0,PortScan
5,5.583496308781699,5.10594547390058,5.313205979041787,TCP,0.0,PortScan
27,7.356279876550748,7.265429723253953,3.6375861597263857,UDP,0.0,Normal
29,7.311218384419629,6.013715156042802,3.4657359027997265,UDP,0.0,Normal
2,5.765191102784844,5.075173815233827,5.5093883366279774,TCP,0.0,PortScan
16,6.583409222158765,5.5053315359323625,4.61512051684126,UDP,1.791759469228055,BruteForce
2,9.150802659259986,4.700480365792417,6.616065185132817,TCP,0.0,DDoS
2,8.555259392222693,5.808142489980444,6.887552571664617,TCP,0.0,DDoS
33,6.244166900663736,5.648974238161206,3.332204510175204,UDP,2.3978952727983707,BruteForce
35,6.897704943128636,4.927253685157205,3.367295829986474,UDP,2.3978952727983707,BruteForce
30,7.575584651557793,7.493873886783559,3.6888794541139363,UDP,0.0,Normal
42,7.944846711001996,5.799092654460526,3.1354942159291497,TCP,0.0,Normal
29,7.662937850461535,6.255750041753367,2.1972245773362196,TCP,0.0,Normal
18,6.687108607866515,5.840641657373398,4.499809670330265,UDP,2.0794415416798357,BruteForce
35,7.482681828154651,7.588829878307813,3.2188758248682006,TCP,0.0,Normal
34,4.77912349311153,6.133398042996649,4.3694478524670215,UDP,2.3978952727983707,BruteForce
57,7.252053951852814,4.976733742420574,3.8066624897703196,UDP,0.0,Normal
13,6.598509028614515,4.189654742026425,3.8501476017100584,UDP,2.3978952727983707,BruteForce
2,5.877735781779639,4.584967478670572,5.25227342804663,UDP,0.0,PortScan
30,4.787491742782046,4.890349128221754,4.007333185232471,UDP,1.9459101490553132,BruteForce
5,8.960467760919949,5.44673737166631,6.313548046277095,TCP,0.0,DDoS
17,6.492239835020471,4.060443010546419,3.5263605246161616,UDP,2.1972245773362196,BruteForce
58,7.656337166430183,7.587310506022615,3.295836866004329,TCP,0.0,Normal
22,6.655440350367647,5.4116460518550396,3.5553480614894135,TCP,0.0,Normal
3,9.142061531222888,4.543294782270004,6.82001636467413,TCP,0.0,DDoS
6,5.459585514144159,3.8501476017100584,5.0238805208462765,TCP,0.0,PortScan
8,5.811140992976701,4.248495242049359,5.634789603169249,UDP,0.0,PortScan
22,6.431331081933479,5.648974238161206,2.9444389791664403,UDP,2.1972245773362196,BruteForce
9,6.111467339502679,5.1298987149230735,4.634728988229636,TCP,0.0,PortScan
3,4.812184355372417,4.465908118654584,5.442417710521793,UDP,0.0,PortScan
5,5.707110264748875,5.170483995038151,5.111987788356544,TCP,0.0,PortScan
7,5.594711379601839,4.219507705176107,4.219507705176107,TCP,0.0,PortScan
15,6.259581464064923,5.176149732573829,2.772588722239781,UDP,2.302585092994046,BruteForce
4,9.123801610558944,3.9318256327243257,6.728628613084702,TCP,0.0,DDoS
2,8.900821604915228,5.771441123130016,6.7661917146603505,TCP,0.0,DDoS
17,6.068425588244111,5.641907070938114,4.189654742026425,UDP,1.6094379124341003,BruteForce
16,6.461468176353717,5.1647859739235145,3.7612001156935624,UDP,2.0794415416798357,BruteForce
30,6.352629396319567,5.043425116919247,4.276666119016055,UDP,1.9459101490553132,BruteForce
31,6.003887067106539,5.14166355650266,4.23410650459726,UDP,2.0794415416798357,BruteForce
4,8.81269461292015,5.726847747587197,5.786897381366708,TCP,0.0,DDoS
2,6.1779441140506,3.6375861597263857,4.976733742420574,UDP,0.0,PortScan
17,5.056245805348308,4.48863636973214,4.248495242049359,UDP,1.3862943611198906,BruteForce
21,6.561030665896573,5.886104031450156,3.295836866004329,UDP,1.9459101490553132,BruteForce
24,5.488937726156687,6.879355804460439,3.091042453358316,UDP,0.0,Normal
23,4.672828834461906,6.008813185442595,4.30406509320417,UDP,1.6094379124341003,BruteForce
6,5.8916442118257715,5.117993812416755,5.69035945432406,UDP,0.0,PortScan
6,3.9512437185814275,5.081404364984463,5.170483995038151,TCP,0.0,PortScan
4,9.079320109537779,4.553876891600541,6.102558594613569,TCP,0.0,DDoS
32,6.82001636467413,7.368970402194793,3.784189633918261,UDP,0.0,Normal
10,5.187385805840755,3.4657359027997265,5.476463551931511,TCP,0.0,PortScan
8,5.267858159063328,4.762173934797756,5.0369526024136295,UDP,0.0,PortScan
5,9.048056708918736,5.521460917862246,6.234410725718371,TCP,0.0,DDoS
1,8.858368636308018,5.953243334287785,6.736966958001855,TCP,0.0,DDoS
17,6.736966958001855,6.71174039505618,2.995732273553991,TCP,0.0,Normal
1,5.176149732573829,3.9889840465642745,5.236441962829949,TCP,0.0,PortScan
1,9.16711966952162,5.7899601708972535,6.608000625296087,TCP,0.0,DDoS
35,5.556828061699537,4.736198448394496,4.51085950651685,UDP,2.1972245773362196,BruteForce
4,9.035391569511642,5.5093883366279774,5.863631175598097,TCP,0.0,DDoS
34,6.35088571671474,5.313205979041787,4.248495242049359,UDP,2.0794415416798357,BruteForce
1,8.727129915243166,6.025865973825314,6.816735880594968,TCP,0.0,DDoS
50,5.25227342804663,6.633318433280377,2.8903717578961645,TCP,0.0,Normal
39,6.709304340258298,5.988961416889864,3.871201010907891,UDP,1.3862943611198906,BruteForce
37,6.1070228877422545,6.159095388491933,4.394449154672439,UDP,1.791759469228055,BruteForce
1,8.609772372709331,5.602118820879701,6.573680166960646,TCP,0.0,DDoS
6,3.970291913552122,4.454347296253507,4.804021044733257,TCP,0.0,PortScan
3,6.169610732491456,4.394449154672439,4.859812404361672,UDP,0.0,PortScan
1,8.562740006372207,4.852030263919617,6.398594934535208,TCP,0.0,DDoS
36,6.2324480165505225,6.028278520230698,3.1780538303479458,UDP,2.3978952727983707,BruteForce
11,5.937536205082426,6.320768294250582,2.3978952727983707,UDP,0.0,Normal
39,5.5909869805108565,5.641907070938114,3.713572066704308,UDP,1.6094379124341003,BruteForce
23,7.5411524551363085,6.863803391452954,3.871201010907891,TCP,0.0,Normal
2,6.021023349349527,4.976733742420574,5.049856007249537,TCP,0.0,PortScan
18,7.487173694213739,5.2574953720277815,3.4965075614664802,TCP,0.0,Normal
10,5.752572638825633,5.955837369464831,3.4965075614664802,UDP,2.1972245773362196,BruteForce
34,7.510430556378006,6.81783057145415,3.871201010907891,TCP,0.0,Normal
9,3.9512437185814275,3.295836866004329,5.676753802268282,UDP,0.0,PortScan
2,5.916202062607435,5.1647859739235145,5.683579767338681,UDP,0.0,PortScan
7,5.673323267171493,5.135798437050262,5.683579767338681,UDP,0.0,PortScan
58,7.772331575169614,6.558197802812269,3.784189633918261,TCP,0.0,Normal
17,6.467698726104354,6.1070228877422545,4.564348191467836,UDP,2.0794415416798357,BruteForce
24,6.385194398997726,5.978885764901122,2.833213344056216,UDP,1.6094379124341003,BruteForce
1,8.41604600941128,6.148468295917647,6.598509028614515,TCP,0.0,DDoS
3,5.3981627015177525,4.382026634673881,5.389071729816501,TCP,0.0,PortScan
15,6.597145701886651,7.5310163320779155,2.9444389791664403,UDP,0.0,Normal
4,8.537387898701757,5.942799375126701,6.901737206656574,TCP,0.0,DDoS
5,9.014447135152134,6.073044534100405,6.586171654854675,TCP,0.0,DDoS
1,4.875197323201151,4.290459441148391,5.634789603169249,UDP,0.0,PortScan
37,6.306275286948016,5.602118820879701,2.772588722239781,UDP,2.1972245773362196,BruteForce
19,7.930925372483388,6.914730892718563,3.4011973816621555,UDP,0.0,Normal
17,6.61472560020376,5.5093883366279774,4.499809670330265,UDP,2.3978952727983707,BruteForce
3,8.958411469230219,5.407171771460119,6.519147287940395,TCP,0.0,DDoS
5,8.431417414394833,5.0106352940962555,6.842683282238422,TCP,0.0,DDoS
1,8.368693183097793,6.093569770045136,6.175867270105761,TCP,0.0,DDoS
3,8.894121641382213,5.267858159063328,5.961005339623274,TCP,0.0,DDoS
14,6.723832440821209,5.442417710521793,4.564348191467836,UDP,1.6094379124341003,BruteForce
10,7.5822291942764615,5.337538079701318,3.713572066704308,TCP,0.0,Normal
2,8.831711917821577,5.135798437050262,4.709530201312334,TCP,0.0,DDoS
1,5.303304908059076,5.10594547390058,5.480638923341991,TCP,0.0,PortScan
14,7.901377353792616,7.488852955733459,3.9318256327243257,TCP,0.0,Normal
1,4.406719247264253,5.236441962829949,5.6131281063880705,UDP,0.0,PortScan
26,6.911747300251674,7.151485463904735,3.871201010907891,UDP,0.0,Normal
33,6.553933404025811,4.804021044733257,3.784189633918261,UDP,2.0794415416798357,BruteForce
36,5.648974238161206,5.963579343618446,4.477336814478207,UDP,2.3978952727983707,BruteForce
1,5.659482215759621,4.060443010546419,5.1647859739235145,UDP,0.0,PortScan
1,5.75890177387728,3.5263605246161616,5.384495062789089,TCP,0.0,PortScan
4,5.293304824724492,3.367295829986474,5.342334251964811,TCP,0.0,PortScan
4,6.1675164908883415,5.093750200806762,5.655991810819852,TCP,0.0,PortScan
10,3.970291913552122,5.003946305945459,5.572154032177765,TCP,0.0,PortScan
8,6.035481432524756,5.272999558563747,5.575949103146316,TCP,0.0,PortScan
3,8.956222016362542,5.575949103146316,6.035481432524756,TCP,0.0,DDoS
10,7.020190708311925,6.483107351457199,3.6888794541139363,UDP,0.0,Normal
31,6.833031732786201,5.932245187448011,3.6888794541139363,TCP,0.0,Normal
1,9.105757331783742,5.823045895483019,5.293304824724492,TCP,0.0,DDoS
